customerid,contract,total_charges,monthly_charges,tenure,tenure_bucket,churn_flag,payment_method,calls_last_90d,unresolved_calls_90d,avg_resolution_time,avg_payment,missing_method_count,last_payment_date
0580-PIQHM,one year,3930.55,101.6,41,24-48,False,Bank transfer (automatic),,,,101.6,0,2022-12-13
5696-CEIQJ,two year,6895.5,103.15,67,48+,False,Bank transfer (automatic),,,,103.15,0,2022-12-12
7503-ZGUZJ,month-to-month,84.65,84.65,1,0-6,True,Mailed check,,,,84.65,0,2022-12-01
1696-HXOWK,one year,6856.95,95.65,71,48+,False,Mailed check,,,,95.65,0,2022-12-16
3026-ATZYV,one year,2658.8,75.1,37,24-48,False,Bank transfer (automatic),,,,75.1,0,2022-12-26
4012-YCFAI,two year,3766.2,61.35,60,48+,False,Mailed check,,,,61.35,0,2022-12-10
2506-TNFCO,month-to-month,69.55,69.55,1,0-6,True,Electronic check,,,,69.55,0,2022-12-07
9970-QBCDA,month-to-month,129.55,19.7,6,6-12,False,Credit card (automatic),,,,19.7,0,2022-12-21
8718-PTMEZ,month-to-month,347.25,31.05,13,12-24,True,Electronic check,,,,31.05,0,2022-12-06
9496-IVVRP,month-to-month,581.7,51.0,11,6-12,False,Bank transfer (automatic),,,,51.0,0,2022-12-24
2207-OBZNX,month-to-month,354.05,51.0,7,6-12,True,Mailed check,,,,51.0,0,2022-12-09
2657-VPXTA,month-to-month,929.45,88.85,10,6-12,False,Electronic check,,,,88.85,0,2022-12-12
6551-VLJMV,two year,679.0,20.05,34,24-48,False,Credit card (automatic),,,,20.05,0,2022-12-14
1221-GHZEP,two year,3846.75,65.1,62,48+,False,Mailed check,,,,65.1,0,2022-12-25
9289-LBQVU,one year,4480.7,70.15,64,48+,False,Mailed check,,,,70.15,0,2022-12-13
6142-VSJQO,month-to-month,44.35,44.35,1,0-6,True,Bank transfer (automatic),,,,44.35,0,2022-12-19
3458-IDMFK,two year,499.4,20.75,25,24-48,False,Mailed check,3.0,1.0,25.2,20.75,0,2022-12-04
6933-FHBZC,one year,1553.2,56.05,26,24-48,False,Mailed check,,,,56.05,0,2022-12-24
0221-NAUXK,one year,219.5,19.95,10,6-12,False,Bank transfer (automatic),,,,19.95,0,2022-12-22
9770-KXGQU,one year,5311.85,98.6,53,48+,False,Mailed check,,,,98.6,0,2022-12-12
6437-UKHMV,month-to-month,586.05,79.7,7,6-12,True,Electronic check,,,,79.7,0,2022-12-25
6538-POCHL,month-to-month,2576.8,79.0,33,24-48,False,Credit card (automatic),,,,79.0,0,2022-12-24
6726-NNFWD,two year,6435.25,89.45,71,48+,False,Credit card (automatic),,,,89.45,0,2022-12-19
3002-WQZWT,month-to-month,1993.25,74.2,29,24-48,False,Electronic check,,,,74.2,0,2022-12-09
4277-UDIEF,month-to-month,1923.85,81.0,24,24-48,False,Bank transfer (automatic),,,,81.0,0,2022-12-24
1208-NBVFH,month-to-month,939.8,49.6,20,12-24,False,Electronic check,1.0,0.0,8.0,49.6,0,2022-12-26
4912-PIGUY,month-to-month,84.6,84.6,1,0-6,False,Electronic check,,,,84.6,0,2022-12-24
1114-CENIM,month-to-month,3092.65,55.0,54,48+,True,Credit card (automatic),,,,55.0,0,2022-12-27
6060-DRTNL,month-to-month,415.55,84.85,5,0-6,True,Mailed check,,,,84.85,0,2022-12-14
2725-TTRIQ,two year,5986.55,84.2,72,48+,False,Bank transfer (automatic),,,,84.2,0,2022-12-11
3374-TTZTK,two year,5487.0,106.3,52,48+,False,Electronic check,,,,106.3,0,2022-12-25
8990-ZXLSU,month-to-month,651.5,69.05,9,6-12,False,Electronic check,,,,69.05,0,2022-12-02
2275-RBYQS,month-to-month,45.4,45.4,1,0-6,False,Mailed check,,,,45.4,0,2022-12-26
8473-VUVJN,month-to-month,73.65,73.65,1,0-6,True,Electronic check,,,,73.65,0,2022-12-07
6289-CPNLD,one year,2405.05,73.9,33,24-48,True,Mailed check,0.0,1.0,11.0,73.9,0,2022-12-19
5536-SLHPM,month-to-month,4458.15,77.75,55,48+,True,Electronic check,,,,77.75,0,2022-12-12
4419-UJMUS,two year,6856.45,99.35,69,48+,False,Electronic check,,,,99.35,0,2022-12-13
7794-JASDG,month-to-month,50.75,50.75,1,0-6,False,Mailed check,,,,50.75,0,2022-12-09
7609-YBPXG,two year,4735.2,87.1,54,48+,False,Bank transfer (automatic),1.0,1.0,27.0,87.1,0,2022-12-16
5519-TEEUH,one year,682.15,20.15,33,24-48,False,Mailed check,3.0,1.0,29.5,20.15,0,2022-12-27
7856-GANIL,one year,4525.8,98.7,45,24-48,False,Bank transfer (automatic),,,,98.7,0,2022-12-03
0804-XBFBV,month-to-month,321.05,25.2,11,6-12,False,Electronic check,,,,25.2,0,2022-12-18
2676-OXPPQ,month-to-month,335.65,55.7,6,6-12,False,Bank transfer (automatic),,,,55.7,0,2022-12-04
3703-TTEPD,month-to-month,1424.4,65.35,21,12-24,False,Bank transfer (automatic),,,,65.35,0,2022-12-28
2799-TSLAG,two year,1748.55,25.3,65,48+,False,Bank transfer (automatic),,,,25.3,0,2022-12-13
0196-VULGZ,month-to-month,474.9,84.35,6,6-12,True,Electronic check,,,,84.35,0,2022-12-18
8837-VVWLQ,month-to-month,668.4,84.95,8,6-12,True,Electronic check,,,,84.95,0,2022-12-28
2696-NARTR,month-to-month,926.25,73.85,11,6-12,True,Electronic check,,,,73.85,0,2022-12-12
2208-NKVVH,two year,1077.95,24.25,43,24-48,False,Mailed check,,,,24.25,0,2022-12-03
7614-QVWQL,one year,2541.25,51.8,49,48+,True,Bank transfer (automatic),,,,51.8,0,2022-12-24
1976-CFOCS,month-to-month,46.0,46.0,1,0-6,True,Electronic check,,,,46.0,0,2022-12-18
4631-OACRM,month-to-month,1156.1,79.4,15,12-24,True,Electronic check,,,,79.4,0,2022-12-28
7139-JZFVG,two year,3694.45,60.5,60,48+,False,Bank transfer (automatic),,,,60.5,0,2022-12-26
4987-GQWPO,month-to-month,382.8,25.1,17,12-24,False,Credit card (automatic),,,,25.1,0,2022-12-22
3755-JBMNH,month-to-month,1167.8,71.8,16,12-24,True,Bank transfer (automatic),,,,71.8,0,2022-12-20
1757-TCATG,one year,746.75,20.05,35,24-48,False,Bank transfer (automatic),,,,20.05,0,2022-12-28
6345-ULYRW,one year,3912.9,88.4,44,24-48,True,Mailed check,,,,88.4,0,2022-12-04
4776-XSKYQ,one year,368.85,30.25,12,12-24,False,Credit card (automatic),0.0,1.0,45.0,30.25,0,2022-12-18
8048-DSDFQ,month-to-month,20.2,20.2,1,0-6,False,Mailed check,,,,20.2,0,2022-12-06
5753-QQWPW,one year,1654.7,59.9,28,24-48,False,Electronic check,2.0,0.0,29.0,59.9,0,2022-12-27
6010-DDPPW,two year,1940.85,25.15,70,48+,False,Bank transfer (automatic),,,,25.15,0,2022-12-08
1809-DMJHQ,month-to-month,221.7,46.0,5,0-6,True,Mailed check,,,,46.0,0,2022-12-18
6693-FRIRW,month-to-month,1794.65,101.3,18,12-24,False,Credit card (automatic),,,,101.3,0,2022-12-10
6586-MYGKD,two year,5289.8,76.95,70,48+,False,Credit card (automatic),0.0,1.0,39.33,76.95,0,2022-12-23
3173-NVMPX,month-to-month,501.2,55.3,9,6-12,False,Mailed check,,,,55.3,0,2022-12-20
0248-PGHBZ,two year,6140.85,92.45,67,48+,False,Bank transfer (automatic),,,,92.45,0,2022-12-11
0623-GDISB,month-to-month,48.45,48.45,1,0-6,False,Bank transfer (automatic),,,,48.45,0,2022-12-08
2892-GESUL,two year,309.25,19.35,18,12-24,False,Mailed check,,,,19.35,0,2022-12-12
6923-EFPNL,month-to-month,201.1,51.75,4,0-6,True,Credit card (automatic),,,,51.75,0,2022-12-16
7472-EQOAV,one year,6179.35,86.7,71,48+,False,Bank transfer (automatic),,,,86.7,0,2022-12-11
9574-RKJIF,month-to-month,2838.7,94.4,30,24-48,True,Electronic check,,,,94.4,0,2022-12-01
2043-WVTQJ,month-to-month,55.7,55.7,1,0-6,False,Mailed check,,,,55.7,0,2022-12-13
8034-RYTVV,one year,4589.85,84.25,55,48+,False,Credit card (automatic),,,,84.25,0,2022-12-23
3863-QSTYI,month-to-month,3735.45,64.65,59,48+,False,Electronic check,,,,64.65,0,2022-12-28
2619-WFQWU,month-to-month,70.15,70.15,1,0-6,True,Mailed check,,,,70.15,0,2022-12-18
5044-LRQAQ,month-to-month,477.55,69.2,7,6-12,False,Bank transfer (automatic),1.0,0.0,31.0,69.2,0,2022-12-12
1716-LSAMB,two year,2553.7,54.65,45,24-48,False,Bank transfer (automatic),,,,54.65,0,2022-12-06
1333-PBMXB,one year,1342.15,24.75,54,48+,False,Bank transfer (automatic),1.0,1.0,38.75,24.75,0,2022-12-10
6546-OPBBH,one year,1216.35,23.95,51,48+,False,Mailed check,,,,23.95,0,2022-12-22
5985-BEHZK,one year,7578.05,105.0,72,48+,False,Credit card (automatic),2.0,2.0,41.4,105.0,0,2022-12-19
9127-QRZMH,one year,2603.95,59.85,44,24-48,False,Bank transfer (automatic),0.0,3.0,19.0,59.85,0,2022-12-05
5919-VCZYM,month-to-month,42.7,20.05,2,0-6,False,Mailed check,,,,20.05,0,2022-12-13
9644-KVCNC,one year,6056.9,92.15,66,48+,False,Bank transfer (automatic),,,,92.15,0,2022-12-01
2137-DQMEV,one year,2983.65,44.8,68,48+,False,Mailed check,,,,44.8,0,2022-12-26
8174-LNWMW,two year,689.35,20.9,31,24-48,False,Credit card (automatic),,,,20.9,0,2022-12-12
9279-CJEOJ,month-to-month,2025.1,95.4,21,12-24,False,Bank transfer (automatic),1.0,0.0,46.0,95.4,0,2022-12-09
7964-VEXDG,month-to-month,1747.2,80.35,21,12-24,False,Electronic check,,,,80.35,0,2022-12-23
2404-JIBFC,two year,4657.95,85.1,55,48+,False,Bank transfer (automatic),,,,85.1,0,2022-12-13
0778-NELLA,month-to-month,296.1,34.7,9,6-12,True,Credit card (automatic),,,,34.7,0,2022-12-12
8029-XYPWT,two year,8016.6,115.05,71,48+,False,Bank transfer (automatic),,,,115.05,0,2022-12-14
4614-NUVZD,month-to-month,81.1,81.1,1,0-6,True,Electronic check,,,,81.1,0,2022-12-26
1228-ZLNBX,month-to-month,1570.7,75.3,21,12-24,False,Mailed check,0.0,2.0,40.0,75.3,0,2022-12-10
4632-PAOYU,one year,433.5,19.95,22,12-24,False,Mailed check,,,,19.95,0,2022-12-01
3803-KMQFW,month-to-month,20.55,20.55,1,0-6,True,Mailed check,,,,20.55,0,2022-12-23
6804-GDMOI,two year,6428.4,106.6,61,48+,True,Electronic check,,,,106.6,0,2022-12-03
2990-OGYTD,two year,5883.85,86.15,67,48+,False,Bank transfer (automatic),,,,86.15,0,2022-12-17
6646-JPPHA,month-to-month,1043.8,78.85,14,12-24,False,Electronic check,,,,78.85,0,2022-12-05
9572-MTILT,month-to-month,6252.9,106.75,59,48+,True,Electronic check,,,,106.75,0,2022-12-21
7658-UYUQS,month-to-month,1857.25,86.55,21,12-24,False,Bank transfer (automatic),,,,86.55,0,2022-12-15
7880-XSOJX,month-to-month,146.4,42.4,4,0-6,False,Mailed check,,,,42.4,0,2022-12-05
9611-CTWIH,month-to-month,240.45,89.45,3,0-6,True,Electronic check,,,,89.45,0,2022-12-13
4589-IUAJB,two year,1724.15,24.25,70,48+,False,Bank transfer (automatic),,,,24.25,0,2022-12-13
0329-GTIAJ,month-to-month,315.3,97.9,3,0-6,True,Electronic check,,,,97.9,0,2022-12-03
8746-BFOAJ,one year,429.55,20.5,21,12-24,False,Bank transfer (automatic),,,,20.5,0,2022-12-23
8457-XIGKN,month-to-month,356.15,19.6,20,12-24,False,Credit card (automatic),,,,19.6,0,2022-12-17
6072-NUQCB,one year,488.25,20.25,22,12-24,False,Bank transfer (automatic),0.0,1.0,29.0,20.25,0,2022-12-08
6629-CZTTH,month-to-month,55.7,55.7,1,0-6,True,Mailed check,,,,55.7,0,2022-12-07
8838-GPHZP,two year,1298.7,20.6,63,48+,False,Mailed check,1.0,0.0,6.0,20.6,0,2022-12-23
8750-QWZAJ,two year,1378.75,19.8,70,48+,False,Bank transfer (automatic),,,,19.8,0,2022-12-02
5364-EVNIB,month-to-month,973.45,79.8,13,12-24,True,Electronic check,,,,79.8,0,2022-12-21
6918-UMQCG,month-to-month,384.25,80.2,5,0-6,False,Electronic check,2.0,2.0,42.0,80.2,0,2022-12-21
0675-NCDYU,two year,8543.25,116.4,72,48+,False,Credit card (automatic),,,,116.4,0,2022-12-26
6339-DKLMK,month-to-month,389.95,31.65,13,12-24,False,Electronic check,,,,31.65,0,2022-12-17
1346-PJWTK,month-to-month,5731.85,94.15,61,48+,False,Credit card (automatic),,,,94.15,0,2022-12-21
5088-QZLRL,month-to-month,20.65,20.65,1,0-6,False,Electronic check,,,,20.65,0,2022-12-24
8023-QHAIO,month-to-month,4275.75,76.85,56,48+,False,Bank transfer (automatic),,,,76.85,0,2022-12-27
4397-FRLTA,month-to-month,84.5,20.15,4,0-6,False,Mailed check,,,,20.15,0,2022-12-19
3057-VJJQE,two year,1924.1,55.25,35,24-48,False,Mailed check,,,,55.25,0,2022-12-11
5087-SUURX,month-to-month,669.85,39.05,18,12-24,True,Electronic check,0.0,2.0,28.0,39.05,0,2022-12-28
2302-OUZXB,two year,5784.3,82.15,72,48+,False,Bank transfer (automatic),,,,82.15,0,2022-12-23
8133-ANHHJ,one year,5166.2,103.0,49,48+,False,Bank transfer (automatic),,,,103.0,0,2022-12-21
2270-CHBFN,month-to-month,4060.55,95.1,44,24-48,False,Credit card (automatic),,,,95.1,0,2022-12-25
0013-EXCHZ,month-to-month,267.4,83.9,3,0-6,True,Mailed check,3.0,0.0,29.0,83.9,0,2022-12-17
5982-FPVQN,month-to-month,3532.85,95.15,37,24-48,False,Electronic check,,,,95.15,0,2022-12-27
9107-UKCKY,one year,4914.8,79.8,61,48+,False,Electronic check,,,,79.8,0,2022-12-18
4654-ULTTN,two year,5315.8,74.8,70,48+,False,Credit card (automatic),0.0,0.0,56.0,74.8,0,2022-12-27
5550-VFRLC,month-to-month,69.85,69.85,1,0-6,True,Electronic check,,,,69.85,0,2022-12-04
5546-BYZSM,month-to-month,775.6,20.45,41,24-48,False,Electronic check,,,,20.45,0,2022-12-10
1492-KGETH,one year,5445.95,78.35,70,48+,False,Bank transfer (automatic),,,,78.35,0,2022-12-12
4929-BSTRX,month-to-month,53.55,53.55,1,0-6,True,Mailed check,1.0,0.0,47.5,53.55,0,2022-12-15
4163-HFTUK,one year,1007.8,19.1,51,48+,False,Electronic check,,,,19.1,0,2022-12-28
8215-NGSPE,two year,833.55,20.0,42,24-48,False,Mailed check,,,,20.0,0,2022-12-02
2225-ZRGSG,two year,6579.05,93.9,70,48+,True,Bank transfer (automatic),,,,93.9,0,2022-12-26
8859-YSTWS,one year,1004.5,19.95,48,48+,False,Bank transfer (automatic),,,,19.95,0,2022-12-03
5271-YNWVR,two year,7856.0,113.15,68,48+,True,Electronic check,,,,113.15,0,2022-12-06
7601-DHFWZ,two year,1183.05,24.0,48,48+,False,Credit card (automatic),,,,24.0,0,2022-12-18
2657-ALMWY,month-to-month,2169.75,84.95,26,24-48,True,Electronic check,0.0,0.0,56.0,84.95,0,2022-12-12
6330-JKLPC,month-to-month,896.9,80.5,11,6-12,True,Bank transfer (automatic),,,,80.5,0,2022-12-28
4667-OHGKG,month-to-month,19.3,19.3,1,0-6,True,Mailed check,1.0,1.0,38.25,19.3,0,2022-12-01
1998-VHJHK,one year,501.35,19.15,27,24-48,False,Mailed check,,,,19.15,0,2022-12-21
1707-HABPF,one year,4126.35,91.3,46,24-48,False,Bank transfer (automatic),,,,91.3,0,2022-12-26
1660-HSOOQ,month-to-month,49.65,49.65,1,0-6,True,Mailed check,,,,49.65,0,2022-12-28
7253-UVNDW,two year,2460.15,54.35,46,24-48,True,Credit card (automatic),,,,54.35,0,2022-12-09
0487-VVUVK,month-to-month,477.6,19.15,25,24-48,False,Mailed check,,,,19.15,0,2022-12-26
7228-OMTPN,month-to-month,370.65,88.45,4,0-6,True,Electronic check,,,,88.45,0,2022-12-28
5063-IUOKK,two year,265.75,19.75,13,12-24,False,Mailed check,,,,19.75,0,2022-12-11
4508-OEBEY,one year,2424.45,75.5,31,24-48,False,Credit card (automatic),,,,75.5,0,2022-12-08
0027-KWYKW,month-to-month,1849.95,83.75,23,12-24,False,Electronic check,,,,83.75,0,2022-12-18
2308-STERM,month-to-month,61.05,19.4,2,0-6,False,Mailed check,1.0,0.0,39.0,19.4,0,2022-12-25
5982-XMDEX,two year,1698.55,26.5,65,48+,False,Bank transfer (automatic),,,,26.5,0,2022-12-06
6284-AHOOQ,month-to-month,1910.6,90.5,22,12-24,True,Bank transfer (automatic),,,,90.5,0,2022-12-17
6051-PTVNS,one year,998.1,19.15,55,48+,False,Credit card (automatic),1.0,1.0,40.67,19.15,0,2022-12-04
2344-JMOGN,month-to-month,890.6,94.85,9,6-12,True,Mailed check,,,,94.85,0,2022-12-23
3799-ISUZQ,month-to-month,529.5,69.95,7,6-12,True,Bank transfer (automatic),,,,69.95,0,2022-12-06
2877-VDUER,one year,1383.6,40.9,35,24-48,False,Mailed check,,,,40.9,0,2022-12-16
9152-AMKAK,two year,493.4,80.25,6,6-12,False,Mailed check,,,,80.25,0,2022-12-07
1794-HBQTJ,month-to-month,48.6,48.6,1,0-6,True,Credit card (automatic),,,,48.6,0,2022-12-20
9432-VOFYX,month-to-month,1207.0,70.8,17,12-24,False,Electronic check,,,,70.8,0,2022-12-28
8049-WJCLQ,month-to-month,563.5,60.2,10,6-12,False,Mailed check,,,,60.2,0,2022-12-08
6586-PSJOX,one year,864.55,55.2,15,12-24,False,Credit card (automatic),,,,55.2,0,2022-12-15
2460-FPSYH,month-to-month,2109.35,55.8,40,24-48,True,Electronic check,,,,55.8,0,2022-12-23
9705-ZJBCG,one year,701.05,54.15,13,12-24,False,Bank transfer (automatic),,,,54.15,0,2022-12-20
4818-DRBQT,month-to-month,2265.25,80.15,29,24-48,True,Bank transfer (automatic),,,,80.15,0,2022-12-14
1320-HTRDR,month-to-month,220.6,75.5,3,0-6,True,Electronic check,,,,75.5,0,2022-12-28
6847-KJLTS,month-to-month,5749.8,100.4,58,48+,False,Bank transfer (automatic),,,,100.4,0,2022-12-10
9670-BPNXF,one year,2796.45,62.55,45,24-48,False,Credit card (automatic),,,,62.55,0,2022-12-01
3913-FCUUW,two year,5165.7,70.45,72,48+,False,Bank transfer (automatic),,,,70.45,0,2022-12-16
3301-VKTGC,one year,5696.6,85.5,68,48+,False,Bank transfer (automatic),,,,85.5,0,2022-12-02
1493-AMTIE,month-to-month,20.2,20.2,1,0-6,True,Bank transfer (automatic),1.0,1.0,36.0,20.2,0,2022-12-18
9555-SAHUZ,month-to-month,2076.05,54.5,38,24-48,False,Electronic check,,,,54.5,0,2022-12-18
0816-TSPHQ,month-to-month,44.2,20.75,2,0-6,False,Mailed check,,,,20.75,0,2022-12-26
9932-WBWIK,month-to-month,215.25,20.35,11,6-12,False,Mailed check,0.0,3.0,38.4,20.35,0,2022-12-27
4619-EVPHY,one year,1859.5,91.0,20,12-24,False,Bank transfer (automatic),,,,91.0,0,2022-12-22
5286-YHCVC,two year,7470.1,104.8,72,48+,False,Bank transfer (automatic),,,,104.8,0,2022-12-22
6424-ELEYH,month-to-month,229.5,74.75,3,0-6,True,Credit card (automatic),,,,74.75,0,2022-12-21
4391-RESHN,month-to-month,2470.1,104.05,23,12-24,True,Mailed check,,,,104.05,0,2022-12-08
9115-YQHGA,month-to-month,2092.9,51.1,40,24-48,False,Electronic check,,,,51.1,0,2022-12-18
4462-CYWMH,month-to-month,5629.55,89.8,62,48+,False,Bank transfer (automatic),,,,89.8,0,2022-12-04
8963-MQVYN,month-to-month,469.85,20.55,22,12-24,False,Electronic check,,,,20.55,0,2022-12-21
2458-EOMRE,month-to-month,733.95,64.05,11,6-12,False,Bank transfer (automatic),1.0,0.0,49.0,64.05,0,2022-12-08
9334-GWGOW,month-to-month,485.25,74.85,7,6-12,False,Electronic check,,,,74.85,0,2022-12-28
6821-BUXUX,month-to-month,1244.5,96.65,13,12-24,True,Electronic check,1.0,0.0,40.0,96.65,0,2022-12-11
5028-HTLJB,month-to-month,20.05,20.05,1,0-6,True,Mailed check,,,,20.05,0,2022-12-17
9801-GDWGV,month-to-month,3994.45,103.45,39,24-48,True,Electronic check,,,,103.45,0,2022-12-21
6542-LWGXJ,month-to-month,78.25,25.0,3,0-6,False,Mailed check,,,,25.0,0,2022-12-04
5567-GZKQY,two year,1131.5,20.3,58,48+,False,Credit card (automatic),0.0,1.0,10.0,20.3,0,2022-12-10
1222-LRYKO,month-to-month,184.05,26.35,6,6-12,False,Mailed check,,,,26.35,0,2022-12-14
2320-JRSDE,month-to-month,19.9,19.9,1,0-6,True,Electronic check,,,,19.9,0,2022-12-07
2087-QAREY,month-to-month,1178.75,54.7,22,12-24,False,Mailed check,,,,54.7,0,2022-12-10
0601-WZHJF,month-to-month,667.7,46.35,14,12-24,True,Electronic check,2.0,1.0,34.67,46.35,0,2022-12-16
4423-JWZJN,one year,5629.15,90.25,64,48+,False,Credit card (automatic),0.0,3.0,42.2,90.25,0,2022-12-21
5143-WMWOG,month-to-month,19.95,19.95,1,0-6,True,Electronic check,,,,19.95,0,2022-12-27
6490-FGZAT,month-to-month,109.3,20.65,6,6-12,False,Mailed check,,,,20.65,0,2022-12-13
5393-RXQSZ,month-to-month,79.6,79.6,1,0-6,True,Electronic check,,,,79.6,0,2022-12-01
7452-FOLON,one year,958.45,25.45,39,24-48,False,Bank transfer (automatic),0.0,1.0,24.5,25.45,0,2022-12-23
2320-TZRRH,one year,403.15,19.5,20,12-24,False,Mailed check,,,,19.5,0,2022-12-17
0231-LXVAP,month-to-month,75.9,75.9,1,0-6,True,Electronic check,,,,75.9,0,2022-12-21
9444-JTXHZ,month-to-month,76.2,76.2,1,0-6,True,Electronic check,,,,76.2,0,2022-12-02
4942-VZZOM,one year,4392.5,66.15,64,48+,False,Credit card (automatic),2.0,1.0,34.75,66.15,0,2022-12-07
5510-BOIUJ,month-to-month,19.25,19.25,1,0-6,True,Mailed check,,,,19.25,0,2022-12-14
7502-BNYGS,month-to-month,3168.0,69.1,46,24-48,False,Credit card (automatic),,,,69.1,0,2022-12-07
4291-HYEBC,one year,1096.6,39.1,28,24-48,False,Electronic check,,,,39.1,0,2022-12-27
6147-CBCRA,month-to-month,669.45,20.05,33,24-48,False,Mailed check,,,,20.05,0,2022-12-13
6047-SUHPR,one year,2343.85,59.8,39,24-48,False,Electronic check,,,,59.8,0,2022-12-09
4471-KXAUH,month-to-month,3588.4,84.3,42,24-48,True,Electronic check,,,,84.3,0,2022-12-23
9752-ZNQUT,month-to-month,48.6,48.6,1,0-6,False,Electronic check,,,,48.6,0,2022-12-17
7638-QVMVY,month-to-month,522.95,79.0,7,6-12,True,Electronic check,,,,79.0,0,2022-12-24
1576-PFZIW,two year,7511.9,105.35,70,48+,False,Credit card (automatic),,,,105.35,0,2022-12-25
5666-MBJPT,two year,1725.0,25.1,65,48+,False,Bank transfer (automatic),,,,25.1,0,2022-12-01
7312-XSBAT,month-to-month,49.75,49.75,1,0-6,False,Electronic check,,,,49.75,0,2022-12-20
3096-GKWEB,month-to-month,1691.9,94.75,18,12-24,False,Electronic check,,,,94.75,0,2022-12-20
2371-JQHZZ,month-to-month,2248.05,93.0,24,24-48,False,Electronic check,,,,93.0,0,2022-12-06
0674-GCDXG,two year,4479.2,71.9,63,48+,False,Bank transfer (automatic),,,,71.9,0,2022-12-15
1121-QSIVB,one year,3471.1,77.55,44,24-48,False,Mailed check,,,,77.55,0,2022-12-11
4396-KLSEH,month-to-month,63.0,19.85,4,0-6,False,Electronic check,,,,19.85,0,2022-12-21
3244-DCJWY,month-to-month,70.25,70.25,1,0-6,True,Electronic check,,,,70.25,0,2022-12-18
2824-MYYBN,month-to-month,3314.15,95.25,37,24-48,False,Electronic check,,,,95.25,0,2022-12-01
0875-CABNR,month-to-month,865.55,84.6,10,6-12,True,Credit card (automatic),,,,84.6,0,2022-12-11
6345-HOVES,month-to-month,852.7,25.05,34,24-48,False,Bank transfer (automatic),,,,25.05,0,2022-12-03
8318-LCNBW,one year,1930.9,53.15,35,24-48,False,Credit card (automatic),,,,53.15,0,2022-12-23
6469-QJKZW,month-to-month,91.4,20.15,4,0-6,False,Electronic check,,,,20.15,0,2022-12-25
0147-ESWWR,month-to-month,3949.15,101.25,39,24-48,False,Electronic check,0.0,2.0,49.0,101.25,0,2022-12-01
1217-VASWC,one year,4304.0,100.55,43,24-48,False,Bank transfer (automatic),,,,100.55,0,2022-12-01
7812-FZHPE,month-to-month,409.9,24.1,17,12-24,True,Mailed check,2.0,1.0,27.0,24.1,0,2022-12-25
6370-ZVHDV,two year,1554.9,25.3,61,48+,False,Bank transfer (automatic),,,,25.3,0,2022-12-08
5915-DGNVC,one year,3472.05,71.8,49,48+,False,Electronic check,,,,71.8,0,2022-12-20
6260-XLACS,one year,117.8,19.7,4,0-6,False,Mailed check,1.0,1.0,36.0,19.7,0,2022-12-11
3566-CAAYU,two year,3210.35,49.85,64,48+,False,Electronic check,,,,49.85,0,2022-12-26
4983-CCWMC,month-to-month,207.4,69.6,3,0-6,False,Mailed check,0.0,2.0,44.5,69.6,0,2022-12-17
9103-CXVOK,month-to-month,19.75,19.75,1,0-6,False,Electronic check,,,,19.75,0,2022-12-01
2896-TBNBE,one year,3132.75,80.8,40,24-48,False,Electronic check,,,,80.8,0,2022-12-10
4797-AXPXK,month-to-month,60.0,60.0,1,0-6,True,Electronic check,1.0,1.0,43.75,60.0,0,2022-12-19
